job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date
Data Scientist,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,True,"Statistics, Python, NLP, LangGraph",10.7,2024-04-03
Product Manager,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"SQL, Statistics, Agile, Excel",18.1,2024-04-03
ML Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Deep Learning, Python, AWS, Docker",18.4,2024-04-03
Business Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Power BI, Excel, SQL, Statistics",18.0,2024-04-03
Data Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"SQL, AWS, Airflow, Spark, Python",29.7,2024-04-03
Frontend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,True,"TypeScript, HTML/CSS, JavaScript",20.6,2024-04-03
ML Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"MLOps, Machine Learning, Deep Learning",35.4,2024-04-03
Cloud Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Azure, Linux, Docker, Kubernetes, AWS",20.4,2024-04-03
Data Scientist,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"Deep Learning, Machine Learning, Statistics, Python, SQL",14.8,2024-04-03
Software Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Python, Git, SQL, System Design",18.8,2024-04-03
Cloud Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"AWS, Docker, Azure",21.7,2024-04-03
Data Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"AWS, Python, Spark, Airflow, SQL",20.1,2024-04-03
Business Analyst,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Excel, SQL, Communication",15.3,2024-04-03
Business Analyst,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Statistics, Excel, SQL",13.2,2024-04-03
Software Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Git, SQL, System Design",24.1,2024-04-03
Software Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"SQL, Java, Python, System Design, Git",8.4,2024-04-03
ML Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Machine Learning, MLOps, AWS, Deep Learning",29.8,2024-04-03
Data Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Spark, Airflow, SQL, AWS",28.4,2024-04-03
Cloud Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"AWS, Azure, Kubernetes, Docker, Linux",13.8,2024-04-03
Data Analyst,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Statistics, Python, SQL",7.7,2024-04-03
Software Engineer,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"System Design, Git, Python",13.0,2024-04-03
DevOps Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Linux, CI/CD, Docker",30.7,2024-04-03
Backend Developer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,True,"AWS, Docker, Node.js, Python, SQL",8.7,2024-04-04
Software Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Git, Python, System Design, SQL, Java",24.9,2024-04-04
QA Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Manual Testing, Python, Selenium",8.4,2024-04-04
Data Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Excel, SQL, Tableau, Python",26.9,2024-04-04
QA Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Python, SQL, Manual Testing, Selenium",26.7,2024-04-04
ML Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"AWS, Deep Learning, MLOps",34.6,2024-04-04
Software Engineer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Python, System Design, SQL, Java, Git",11.9,2024-04-04
Frontend Developer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"HTML/CSS, TypeScript, JavaScript",19.9,2024-04-04
DevOps Engineer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Linux, AWS, Docker",14.1,2024-04-04
Data Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Airflow, AWS, SQL, Spark",17.0,2024-04-04
Product Manager,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"SQL, Communication, Statistics, Agile",21.8,2024-04-04
Product Manager,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"SQL, Communication, Agile",17.5,2024-04-04
Data Analyst,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Statistics, Power BI, SQL",24.5,2024-04-04
Cloud Engineer,Indore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"Azure, Linux, AWS",21.2,2024-04-04
DevOps Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, CI/CD, Linux",27.9,2024-04-04
Product Manager,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Excel, Statistics, SQL, Agile",18.5,2024-04-04
Product Manager,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Statistics, SQL, Excel, Agile",34.6,2024-04-04
Software Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Python, Java, Git",13.2,2024-04-04
Backend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Docker, Python, AWS",18.1,2024-04-04
DevOps Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"AWS, Kubernetes, Linux, CI/CD, Docker",22.1,2024-04-04
DevOps Engineer,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Linux, Kubernetes, CI/CD, AWS, Docker",17.5,2024-04-04
Data Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"SQL, Spark, AWS, LangGraph",20.4,2024-04-04
Data Scientist,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Statistics, Machine Learning, Deep Learning, NLP",40.5,2024-04-04
Data Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Spark, SQL, Python, AWS, Airflow",20.4,2024-04-04
Cloud Engineer,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Linux, Docker, Kubernetes, Azure, AWS",23.7,2024-04-04
Frontend Developer,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"JavaScript, React, HTML/CSS, TypeScript",13.7,2024-04-04
DevOps Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"Docker, AWS, Linux",22.7,2024-04-04
Data Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"AWS, Airflow, SQL, Spark",30.3,2024-04-04
DevOps Engineer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Kubernetes, Linux, Docker, AWS",16.8,2024-04-04
DevOps Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"CI/CD, Linux, Kubernetes, Docker",33.3,2024-04-04
Software Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Git, SQL, Java, System Design",12.9,2024-04-04
Data Analyst,Indore,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Excel, Power BI, Tableau",21.8,2024-04-04
ML Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Docker, MLOps, Deep Learning, AWS, Machine Learning",38.7,2024-04-04
DevOps Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Kubernetes, AWS, CI/CD, Linux, Docker",27.2,2024-04-04
Business Analyst,Ranchi,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Communication, SQL, Excel",21.4,2024-04-04
Product Manager,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Statistics, Communication, Excel",33.3,2024-04-04
Data Analyst,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Startup,True,"Python, Excel, SQL",20.3,2024-04-04
Data Scientist,Lucknow,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Machine Learning, Statistics, Deep Learning",37.2,2024-04-04
Data Analyst,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"Tableau, Excel, Python, SQL",5.1,2024-04-04
Business Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Communication, Statistics, Power BI, SQL, Excel",16.6,2024-04-04
Backend Developer,Bhopal,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Node.js, AWS, Docker, SQL, Python",22.2,2024-04-04
ML Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Docker, MLOps, AWS, Machine Learning, Deep Learning",44.9,2024-04-05
Backend Developer,Indore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Python, SQL, Node.js, AWS",14.9,2024-04-05
Software Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,True,"SQL, Git, Python, Java, System Design",12.6,2024-04-05
Business Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Statistics, Communication, Power BI, Excel, SQL",16.0,2024-04-05
DevOps Engineer,Ranchi,Tier-3,Lead (10+ yrs),13.0,Startup,False,"CI/CD, Linux, AWS, Kubernetes, Docker",24.3,2024-04-05
ML Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Deep Learning, MLOps, Python, Machine Learning",33.2,2024-04-05
DevOps Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Linux, Kubernetes, CI/CD, Docker",18.3,2024-04-05
Cloud Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Kubernetes, AWS, Docker",17.2,2024-04-05
Data Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Airflow, Spark, Python",27.4,2024-04-05
QA Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Selenium, Python, SQL",26.4,2024-04-05
Product Manager,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Excel, Agile, SQL, Statistics, Communication",24.5,2024-04-05
Backend Developer,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Docker, AWS, Node.js",10.1,2024-04-05
Frontend Developer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"React, JavaScript, HTML/CSS",32.9,2024-04-05
Product Manager,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Communication, SQL, Statistics, Excel",32.6,2024-04-05
QA Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Startup,False,"SQL, Python, Manual Testing, Selenium",21.0,2024-04-05
Business Analyst,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"Excel, Communication, SQL, Power BI",9.9,2024-04-05
Data Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, SQL, Python, Airflow, AWS",25.7,2024-04-05
Data Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Airflow, Spark, SQL, Python, AWS, RAG",28.2,2024-04-05
Data Analyst,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Excel, Tableau, Statistics, SQL",12.8,2024-04-05
Data Analyst,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Power BI, Statistics, SQL, Tableau, Excel",6.7,2024-04-05
Product Manager,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"Excel, Agile, SQL",16.5,2024-04-05
Frontend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"TypeScript, HTML/CSS, JavaScript",19.2,2024-04-05
DevOps Engineer,Bhopal,Tier-3,Lead (10+ yrs),13.0,Mid-size,True,"Kubernetes, Docker, CI/CD, AWS, Linux",25.4,2024-04-05
Business Analyst,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"SQL, Communication, Power BI",13.3,2024-04-05
Software Engineer,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Java, Python, SQL, System Design",19.7,2024-04-05
Cloud Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Azure, AWS, Docker, Kubernetes",32.9,2024-04-05
Data Analyst,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Power BI, Excel, Python, Statistics",10.9,2024-04-05
QA Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Selenium, Manual Testing, SQL",10.1,2024-04-05
Backend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, SQL, Node.js",11.4,2024-04-06
DevOps Engineer,Guwahati,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,True,"AWS, Kubernetes, Docker",13.6,2024-04-06
Business Analyst,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Power BI, Statistics, SQL, Excel",29.2,2024-04-06
Data Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"AWS, Airflow, SQL, Spark, LLM Fine-tuning",36.8,2024-04-06
Business Analyst,Guwahati,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,True,"SQL, Statistics, Excel, Power BI, Communication",6.8,2024-04-06
DevOps Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Linux, AWS, Docker, Kubernetes",19.3,2024-04-06
Backend Developer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"Node.js, Python, SQL, AWS",11.6,2024-04-06
Frontend Developer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"JavaScript, HTML/CSS, React",21.9,2024-04-06
Cloud Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"AWS, Linux, Kubernetes",21.4,2024-04-06
Data Scientist,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Python, Machine Learning, SQL, NLP, Statistics",14.6,2024-04-06
DevOps Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, CI/CD, Docker",21.8,2024-04-06
Data Analyst,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"Power BI, Tableau, Python, Statistics",21.6,2024-04-06
Data Analyst,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"SQL, Statistics, Python, Power BI",6.6,2024-04-06
Data Engineer,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"AWS, SQL, Spark",14.9,2024-04-06
Business Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Statistics, Power BI, Communication",12.8,2024-04-06
Cloud Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Docker, Linux, Kubernetes",42.3,2024-04-06
DevOps Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Linux, CI/CD, Docker",25.1,2024-04-06
Backend Developer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Docker, Node.js, Python, SQL, AWS",15.0,2024-04-06
Business Analyst,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"SQL, Power BI, Statistics, Excel",11.7,2024-04-06
ML Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Docker, Deep Learning, MLOps, Machine Learning, AWS",37.4,2024-04-06
Cloud Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"AWS, Docker, Kubernetes, Azure",19.2,2024-04-06
Backend Developer,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"Python, Node.js, SQL, AWS",16.0,2024-04-06
Backend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"SQL, Docker, Node.js, Python, AWS",14.4,2024-04-06
Business Analyst,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Communication, Statistics, Power BI",9.4,2024-04-06
Product Manager,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"Agile, Communication, Statistics, SQL, Excel",13.4,2024-04-06
QA Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Python, Selenium, Manual Testing",20.6,2024-04-06
Business Analyst,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Enterprise,True,"Statistics, Power BI, Communication",10.2,2024-04-06
Cloud Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Azure, Docker, Linux, Kubernetes",21.1,2024-04-07
Data Scientist,Jaipur,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Statistics, Deep Learning",33.5,2024-04-07
Product Manager,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Excel, Communication, Agile, Statistics",39.4,2024-04-07
ML Engineer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Docker, Machine Learning, Python, MLOps",18.6,2024-04-07
Data Scientist,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"NLP, Deep Learning, Python, SQL",15.0,2024-04-07
Backend Developer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, Docker, AWS, Node.js",12.3,2024-04-07
Business Analyst,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"SQL, Communication, Statistics, Excel",18.8,2024-04-07
Frontend Developer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"TypeScript, JavaScript, HTML/CSS, React",25.9,2024-04-07
Business Analyst,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Communication, Statistics, Excel, Power BI",15.9,2024-04-07
Frontend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"React, JavaScript, HTML/CSS, TypeScript",17.9,2024-04-07
Data Scientist,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Python, Statistics, Deep Learning",21.1,2024-04-07
ML Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Machine Learning, AWS, MLOps, Python",39.0,2024-04-07
Data Scientist,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Statistics, SQL, Machine Learning, Deep Learning",20.5,2024-04-07
ML Engineer,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"MLOps, Python, Docker, Deep Learning, AWS",18.9,2024-04-07
Business Analyst,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"Power BI, Communication, Statistics, Excel, SQL",8.6,2024-04-07
Business Analyst,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Statistics, Power BI, SQL, Communication",9.4,2024-04-07
QA Engineer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Python, SQL, Manual Testing, Selenium",8.4,2024-04-07
Cloud Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"AWS, Docker, Linux",16.7,2024-04-07
Backend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Node.js, Docker, Python",35.0,2024-04-07
ML Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Docker, Machine Learning, Python, Deep Learning",34.7,2024-04-07
Data Analyst,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Excel, Power BI, Python",10.3,2024-04-07
Business Analyst,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"Statistics, Excel, Power BI",10.4,2024-04-07
QA Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"Selenium, Python, SQL, Manual Testing",12.3,2024-04-07
Product Manager,Indore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Agile, SQL, Communication, Excel, Statistics",26.5,2024-04-07
DevOps Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"AWS, CI/CD, Kubernetes, Docker, Linux",28.4,2024-04-07
Frontend Developer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"React, TypeScript, JavaScript, HTML/CSS",8.3,2024-04-07
Data Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Airflow, AWS",18.8,2024-04-07
Business Analyst,Lucknow,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Excel, Power BI, SQL, Communication, Statistics",22.4,2024-04-07
Frontend Developer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Startup,True,"TypeScript, HTML/CSS, JavaScript, React",11.3,2024-04-07
DevOps Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"CI/CD, Kubernetes, Linux, Docker, AWS",23.1,2024-04-07
QA Engineer,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Enterprise,True,"Python, Manual Testing, SQL",13.9,2024-04-08
Backend Developer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"Node.js, AWS, Python, Docker, SQL",17.8,2024-04-08
Backend Developer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Node.js, Docker, SQL",21.0,2024-04-08
Data Analyst,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"SQL, Excel, Statistics",13.3,2024-04-08
Data Engineer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, Python, AWS, Airflow, SQL",16.6,2024-04-08
Product Manager,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"SQL, Statistics, Communication",20.6,2024-04-08
Backend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Docker, AWS, Node.js, Python, SQL",37.1,2024-04-08
Data Analyst,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"SQL, Python, Statistics, Tableau",7.6,2024-04-08
Product Manager,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Excel, Agile, SQL",15.4,2024-04-08
QA Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Manual Testing, Python, Selenium",23.6,2024-04-08
DevOps Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Startup,False,"CI/CD, Docker, AWS",29.7,2024-04-08
Frontend Developer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"TypeScript, React, JavaScript, HTML/CSS",15.1,2024-04-08
Data Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Python, Power BI, SQL, Excel",15.6,2024-04-08
Frontend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"JavaScript, TypeScript, React, HTML/CSS",11.8,2024-04-08
Software Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,True,"Python, Git, SQL, System Design, Java",21.7,2024-04-08
QA Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Manual Testing, SQL, Selenium, Python",30.8,2024-04-08
Data Scientist,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"NLP, Deep Learning, Machine Learning",36.9,2024-04-08
ML Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Startup,True,"Machine Learning, Docker, Deep Learning, AWS, Python",20.8,2024-04-08
Backend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Docker, Python, Node.js, SQL",27.2,2024-04-08
Backend Developer,Indore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Node.js, SQL, Python",27.8,2024-04-08
Data Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Airflow, Spark, Python, SQL",22.0,2024-04-08
Product Manager,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Statistics, Excel, Communication, SQL",17.5,2024-04-08
DevOps Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Linux, AWS, Kubernetes",20.9,2024-04-08
DevOps Engineer,Guwahati,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"CI/CD, Kubernetes, Linux, AWS",12.5,2024-04-08
Cloud Engineer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Docker, AWS, Azure, Linux, Kubernetes",22.7,2024-04-08
ML Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"Machine Learning, AWS, Python",21.6,2024-04-08
Data Analyst,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"Python, Tableau, Excel",10.7,2024-04-09
Backend Developer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Docker, Python, AWS, Node.js, SQL",13.8,2024-04-09
Frontend Developer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"JavaScript, HTML/CSS, React, TypeScript",31.7,2024-04-09
DevOps Engineer,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"CI/CD, Kubernetes, Docker",10.2,2024-04-09
Backend Developer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"Docker, AWS, SQL",18.0,2024-04-09
Product Manager,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Excel, Communication, SQL",17.2,2024-04-09
Cloud Engineer,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Linux, Azure, Kubernetes, AWS, Docker",19.7,2024-04-09
Data Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Python, Airflow, SQL, Spark, AWS",17.0,2024-04-09
Business Analyst,Kanpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"SQL, Excel, Power BI, Statistics, Communication",20.8,2024-04-09
Software Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Java, Python, System Design",9.6,2024-04-09
Data Analyst,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,True,"SQL, Tableau, Statistics, Python",4.6,2024-04-09
ML Engineer,Guwahati,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Docker, AWS, Python, MLOps",26.9,2024-04-09
Data Scientist,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Deep Learning, NLP, SQL, Machine Learning, Statistics",21.0,2024-04-09
Product Manager,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Excel, Communication, Agile",20.2,2024-04-09
Frontend Developer,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"JavaScript, React, TypeScript, HTML/CSS",12.0,2024-04-09
Software Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"SQL, System Design, Git",11.9,2024-04-09
Data Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Python, SQL, AWS, Spark, Airflow",18.2,2024-04-09
