job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date,cluster,pca_x,pca_y
Backend Developer,Guwahati,Tier-3,Lead (10+ yrs),13.0,Startup,True,"Node.js, SQL, AWS, Docker",21.0,2024-07-27,1,0.5586013223148061,0.21407190905277773
Cloud Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Azure, AWS, Linux, Kubernetes",28.1,2024-07-27,4,1.2571184165424685,-0.47943593566922443
Data Scientist,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"NLP, Python, Statistics, Deep Learning, SQL",18.5,2024-07-27,5,-0.7690331956403216,0.44597678149854036
QA Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Manual Testing, Selenium, Python",19.6,2024-07-27,3,-0.5433531840911712,0.8844988948686637
DevOps Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Kubernetes, CI/CD, AWS, Docker, Linux",40.1,2024-07-27,4,1.6666460388166409,-0.47571213905078036
Data Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Python, Airflow, Spark, AWS",24.4,2024-07-27,1,0.40142678973945833,0.7145784653565664
DevOps Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"CI/CD, AWS, Linux, Docker, Kubernetes",22.0,2024-07-27,4,1.6666460388166409,-0.47571213905078036
Product Manager,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Communication, Statistics, SQL, Excel",22.9,2024-07-27,0,-1.0633951716325336,-0.8795605336049682
Software Engineer,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"Python, SQL, Java",10.5,2024-07-27,6,-0.47473680957026554,0.7240425504389928
QA Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"SQL, Manual Testing, Selenium, Python",12.9,2024-07-27,3,-0.5433531840911712,0.8844988948686637
Data Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Airflow, SQL, AWS, Spark, Python",26.7,2024-07-27,1,-0.010899793881321937,0.9636744355625101
Frontend Developer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,False,"HTML/CSS, React, TypeScript, JavaScript",27.2,2024-07-27,2,0.20368822205144316,-0.7368220004017421
Data Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Airflow, Python, AWS, SQL",14.6,2024-07-27,1,-0.012217401278659584,0.8573539799423623
Backend Developer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"AWS, Python, Docker, SQL",13.7,2024-07-27,1,0.3908893769216294,0.7540198094051164
Business Analyst,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Communication, Statistics, Power BI, SQL, Excel",13.5,2024-07-27,0,-1.2293744540164138,-1.05148838218595
ML Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Machine Learning, MLOps, Docker, Python, Vector Databases",28.5,2024-07-27,7,0.45431801083345225,0.5282184141140244
Data Scientist,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Deep Learning, Python, Machine Learning, NLP, SQL",15.9,2024-07-28,5,-0.4395777672121315,0.8225248397994563
Frontend Developer,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Enterprise,True,"JavaScript, HTML/CSS, React, TypeScript",26.3,2024-07-28,2,0.20368822205144316,-0.7368220004017421
ML Engineer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"MLOps, Docker, Deep Learning, Machine Learning, AWS",21.8,2024-07-28,7,1.0202960666216405,0.09258421858469806
DevOps Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"CI/CD, AWS, Linux",17.9,2024-07-28,4,0.9700700677790932,-0.34141783902691636
Data Scientist,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Enterprise,True,"Python, SQL, Statistics",19.0,2024-07-28,5,-0.7451753514483286,0.3286197335014648
Product Manager,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Statistics, SQL, Excel",17.9,2024-07-28,0,-0.8751124263012662,-0.6131420837562437
Data Scientist,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Deep Learning, NLP, Machine Learning, SQL, Python",30.2,2024-07-28,5,-0.4395777672121315,0.8225248397994563
Cloud Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Linux, Azure, AWS, Docker, Kubernetes",23.6,2024-07-28,4,1.661670717665056,-0.47408132251909957
Product Manager,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"SQL, Agile, Communication, Statistics, Excel",34.2,2024-07-28,0,-1.149911168021316,-1.0018294608069462
Cloud Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"AWS, Kubernetes, Azure, Docker, Linux",19.1,2024-07-28,4,1.661670717665056,-0.47408132251909957
Business Analyst,Pune,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Power BI, SQL, Excel, Communication",11.0,2024-07-28,0,-0.9160861105182805,-0.7608663645408685
Data Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Spark, Python, AWS, SQL, Airflow",18.1,2024-07-28,1,-0.010899793881321937,0.9636744355625101
Cloud Engineer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Azure, Linux, AWS, Docker",23.4,2024-07-28,4,1.3696470477500962,-0.33443240934511065
Cloud Engineer,Guwahati,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Kubernetes, Linux, AWS",26.2,2024-07-28,4,1.1163232480531196,-0.412549772295445
Cloud Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"AWS, Docker, Kubernetes, Azure, Linux",14.0,2024-07-28,4,1.661670717665056,-0.47408132251909957
Data Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Enterprise,True,"Airflow, AWS, Spark, Python",23.0,2024-07-28,1,0.40142678973945833,0.7145784653565664
Data Scientist,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, NLP, Machine Learning",19.8,2024-07-28,5,-0.32175001494480315,0.10423163184912931
Cloud Engineer,Indore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Kubernetes, Docker, Linux, Azure, AWS",35.0,2024-07-28,4,1.661670717665056,-0.47408132251909957
Business Analyst,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Communication, Statistics, Power BI, SQL",19.7,2024-07-28,0,-0.966991827666005,-0.742573487561792
Software Engineer,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Startup,True,"System Design, SQL, Java, Git, Python",8.3,2024-07-28,6,-0.5610194029198926,0.9349336102039619
Frontend Developer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"JavaScript, TypeScript, HTML/CSS, React",25.4,2024-07-28,2,0.20368822205144316,-0.7368220004017421
Data Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"SQL, Spark, AWS, Python",16.4,2024-07-28,1,-0.012345316803620526,0.8549856518751394
Product Manager,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Statistics, Agile, Excel, Communication, SQL",12.0,2024-07-28,0,-1.149911168021316,-1.0018294608069462
Cloud Engineer,Bhopal,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"Kubernetes, Linux, Docker, Azure, AWS",12.0,2024-07-28,4,1.661670717665056,-0.47408132251909957
Data Scientist,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Statistics, SQL, Python",10.7,2024-07-28,5,-0.7451753514483286,0.3286197335014648
Software Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, System Design, Java, Python, Git, RAG",16.4,2024-07-28,6,-0.5623017295484052,0.9522686374909065
Business Analyst,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,True,"SQL, Communication, Power BI",6.9,2024-07-28,0,-0.6537034841678717,-0.4519514699167104
Product Manager,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Excel, Agile, SQL, Statistics",17.8,2024-07-28,0,-0.9616284226900484,-0.7354110109582215
Product Manager,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Statistics, SQL, Excel, Agile, Communication",25.9,2024-07-29,0,-1.149911168021316,-1.0018294608069462
Data Scientist,Bhopal,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"Statistics, Machine Learning, NLP, Python, SQL, LLM Fine-tuning",25.8,2024-07-29,5,-0.7685291135889589,0.4645466543108133
Backend Developer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, Docker, SQL, Python, Node.js",25.0,2024-07-29,1,0.4261557708173348,0.8469188316863282
Data Scientist,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Deep Learning, SQL, Machine Learning",38.0,2024-07-29,5,-0.26865657229252415,0.15776715448560674
DevOps Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Linux, CI/CD, Docker, Kubernetes, AWS",35.1,2024-07-29,4,1.6666460388166409,-0.47571213905078036
Product Manager,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"Statistics, Communication, Agile, Excel, SQL",16.6,2024-07-29,0,-1.149911168021316,-1.0018294608069462
Backend Developer,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Python, SQL, AWS",15.2,2024-07-29,1,-0.013662924200958187,0.7486651962549916
Data Scientist,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"SQL, Statistics, Deep Learning",22.0,2024-07-29,5,-0.5981120007207142,-0.21878090381530907
Frontend Developer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"HTML/CSS, React, TypeScript, JavaScript",10.9,2024-07-29,2,0.20368822205144316,-0.7368220004017421
Data Analyst,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"SQL, Excel, Tableau, Power BI, Statistics",8.6,2024-07-29,0,-1.1053650700979643,-0.810718028289236
DevOps Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"CI/CD, Docker, Kubernetes, Linux, AWS",30.1,2024-07-29,4,1.6666460388166409,-0.47571213905078036
Frontend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"JavaScript, React, HTML/CSS, TypeScript",21.9,2024-07-29,2,0.20368822205144316,-0.7368220004017421
Data Scientist,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Deep Learning, Machine Learning, Python",25.5,2024-07-29,7,0.011224459830784822,0.5415181069132136
QA Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Python, SQL, Manual Testing, Selenium",14.1,2024-07-29,3,-0.5433531840911712,0.8844988948686637
ML Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Python, Docker, Deep Learning",29.8,2024-07-29,7,0.39960967602331554,0.4609466794075042
Software Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"SQL, Java, Git, LangGraph",20.9,2024-07-29,6,-0.38744971978544074,0.21469796489604198
Cloud Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Azure, Linux, Docker, Kubernetes",16.5,2024-07-29,4,1.243446633915819,-0.6035047676275447
Data Scientist,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Deep Learning, Machine Learning, NLP",25.7,2024-07-29,5,0.10519436790612002,-0.05941805304003772
Frontend Developer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,False,"HTML/CSS, JavaScript, TypeScript",28.0,2024-07-29,2,0.1811331358190148,-0.6190238880120692
Business Analyst,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Statistics, SQL, Communication",15.3,2024-07-29,0,-0.8010125452821248,-0.5706456389808102
ML Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Deep Learning, Docker, Machine Learning, Vector Databases",18.8,2024-07-29,7,0.5475316911395067,-0.06831719924921426
Cloud Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Docker, Azure, Linux, Kubernetes, AWS",34.9,2024-07-29,4,1.661670717665056,-0.47408132251909957
Data Engineer,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Python, Airflow, Spark, SQL, AWS",31.1,2024-07-29,1,-0.010899793881321937,0.9636744355625101
Data Scientist,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"NLP, Machine Learning, Deep Learning",20.3,2024-07-29,5,0.10519436790612002,-0.05941805304003772
Frontend Developer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"HTML/CSS, React, TypeScript, JavaScript",19.4,2024-07-29,2,0.20368822205144316,-0.7368220004017421
Cloud Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,True,"Kubernetes, Azure, Linux, Docker",12.5,2024-07-29,4,1.243446633915819,-0.6035047676275447
Data Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"SQL, AWS, Spark",42.0,2024-07-29,1,0.12010023469385069,0.22213872924158884
Software Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"System Design, Git, Java",19.4,2024-07-29,6,-0.01624726780164118,0.05299071736446792
Data Scientist,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Machine Learning, SQL, Statistics, Python",30.5,2024-07-29,5,-0.7290082665182718,0.414545774157299
Product Manager,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Excel, Communication, SQL, Statistics, Agile",28.3,2024-07-29,0,-1.149911168021316,-1.0018294608069462
Cloud Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Kubernetes, Linux, Azure, AWS",43.3,2024-07-29,4,1.2571184165424685,-0.47943593566922443
Software Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Python, System Design, SQL, Java, Git",25.9,2024-07-30,6,-0.5610194029198926,0.9349336102039619
Data Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, AWS, Airflow, SQL",24.7,2024-07-30,1,0.12154575761614929,0.3308275129289596
DevOps Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Kubernetes, AWS, Linux, Docker, CI/CD",28.4,2024-07-30,4,1.6666460388166409,-0.47571213905078036
Data Scientist,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"SQL, Statistics, Machine Learning, Deep Learning",20.8,2024-07-30,5,-0.5819449157906574,-0.13285486315947487
Data Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Spark, Airflow, Python, SQL",41.2,2024-07-30,1,-0.4291238776305589,0.8342509904540648
Data Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Startup,False,"AWS, SQL, Spark, Python, Airflow, Vector Databases",22.9,2024-07-30,1,-0.01159041519265877,0.9813314388835078
ML Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Machine Learning, AWS, MLOps, Docker, Deep Learning",26.1,2024-07-30,7,1.0202960666216405,0.09258421858469806
Data Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"AWS, Python, Airflow, SQL, Spark",37.2,2024-07-30,1,-0.010899793881321937,0.9636744355625101
Frontend Developer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"JavaScript, TypeScript, HTML/CSS, React",11.5,2024-07-30,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Bhopal,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"CI/CD, Docker, Linux, Kubernetes, AWS",28.3,2024-07-30,4,1.6666460388166409,-0.47571213905078036
Data Analyst,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Tableau, Power BI, Python, Statistics, Excel",15.9,2024-07-30,0,-0.825484037974655,-0.4269670758616292
DevOps Engineer,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Docker, Linux, CI/CD, Kubernetes",15.0,2024-07-30,4,1.2484219550674038,-0.6051355841592255
Data Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Python, Excel, Statistics",10.4,2024-07-30,0,-0.595231394177957,-0.22939113132863687
Business Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"SQL, Excel, Statistics, Power BI",12.9,2024-07-30,0,-1.0410917086851463,-0.7850699323372254
ML Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Docker, Machine Learning, MLOps, Deep Learning",25.2,2024-07-30,7,0.6020719828724034,-0.036839226523747104
Data Scientist,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"NLP, SQL, Deep Learning, Python",25.0,2024-07-30,5,-0.4557448521421883,0.7365987991436219
Frontend Developer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"JavaScript, TypeScript, HTML/CSS, React",23.7,2024-07-30,2,0.20368822205144316,-0.7368220004017421
Data Analyst,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Power BI, Tableau, Excel",12.0,2024-07-30,0,-0.37975014297905063,-0.7691919808500979
Data Scientist,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Statistics, SQL, NLP, Deep Learning",22.0,2024-07-30,5,-0.6365876441428503,-0.18687014113501
Frontend Developer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"React, HTML/CSS, TypeScript, JavaScript",8.7,2024-07-30,2,0.20368822205144316,-0.7368220004017421
Product Manager,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"Statistics, SQL, Excel",20.8,2024-07-30,0,-0.8751124263012662,-0.6131420837562437
Data Scientist,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"NLP, Statistics, Machine Learning",37.1,2024-07-30,5,-0.22271177482215618,-0.4354863560018959
DevOps Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Startup,True,"Linux, AWS, Docker",12.3,2024-07-30,4,1.228851879260747,-0.2675462459713312
Business Analyst,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Communication, SQL, Excel",19.5,2024-07-30,0,-0.7501068281344004,-0.5889385159598867
Backend Developer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, SQL, AWS, Docker",11.7,2024-07-30,1,0.3908893769216294,0.7540198094051164
Backend Developer,Bhopal,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,True,"Node.js, SQL, Docker, Python, AWS",10.0,2024-07-30,1,0.4261557708173348,0.8469188316863282
Business Analyst,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Communication, Power BI",11.3,2024-07-30,0,-0.5546652440452248,-0.9916694577677355
Cloud Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Docker, Kubernetes, AWS, Linux",22.6,2024-07-30,4,1.520875549175707,-0.4071951591453201
Frontend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"React, TypeScript, JavaScript, HTML/CSS",32.5,2024-07-30,2,0.20368822205144316,-0.7368220004017421
Software Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, System Design, Git, Python, Java",13.7,2024-07-31,6,-0.5610194029198926,0.9349336102039619
DevOps Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Kubernetes, CI/CD, Docker, AWS, Linux",15.1,2024-07-31,4,1.6666460388166409,-0.47571213905078036
Business Analyst,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"Statistics, Power BI, Communication, Excel",10.3,2024-07-31,0,-0.8170478703956336,-1.3005843523918936
Cloud Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Docker, Kubernetes, Linux, Azure, AWS",19.8,2024-07-31,4,1.661670717665056,-0.47408132251909957
Backend Developer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Python, Node.js, SQL, AWS, Docker",23.3,2024-07-31,1,0.4261557708173348,0.8469188316863282
ML Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Deep Learning, Machine Learning, Docker, AWS",21.2,2024-07-31,7,0.9664463962000807,0.043449242538233235
Data Analyst,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Statistics, Python, SQL, Tableau, Power BI",9.4,2024-07-31,5,-0.9754279952450267,0.13104378896847235
Business Analyst,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"Communication, SQL, Power BI",12.6,2024-07-31,0,-0.6537034841678717,-0.4519514699167104
Backend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Python, Docker, Node.js, AWS",19.1,2024-07-31,1,0.838482354438115,0.5978228614803845
ML Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"AWS, Python, Machine Learning, MLOps, Docker, Vector Databases",28.1,2024-07-31,7,0.8725420945826893,0.6576418592224695
QA Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Manual Testing, SQL, Selenium, Python",19.1,2024-07-31,3,-0.5433531840911712,0.8844988948686637
Business Analyst,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Excel, Statistics, SQL",11.5,2024-07-31,0,-0.8751124263012662,-0.6131420837562437
Frontend Developer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"React, TypeScript, JavaScript, HTML/CSS",15.0,2024-07-31,2,0.20368822205144316,-0.7368220004017421
Data Scientist,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Deep Learning, NLP, SQL, Statistics",20.3,2024-07-31,5,-0.6365876441428503,-0.18687014113501
Data Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Power BI, Tableau, Statistics, Excel, Python",26.0,2024-07-31,0,-0.825484037974655,-0.4269670758616292
Data Analyst,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, Tableau, Statistics, Power BI, Excel",5.7,2024-07-31,0,-0.825484037974655,-0.4269670758616292
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, Git, System Design, SQL",35.5,2024-07-31,6,-0.5181696012998224,0.8301328109115155
Data Scientist,Ranchi,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Machine Learning, Python, Statistics",27.9,2024-07-31,5,-0.31668168289749143,0.1654498039513554
Data Scientist,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Deep Learning, Machine Learning, Statistics",24.4,2024-07-31,5,-0.16961833216987718,-0.3819508333654184
Data Analyst,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Startup,True,"Tableau, SQL, Statistics, Power BI, Python",7.0,2024-07-31,5,-0.9754279952450267,0.13104378896847235
Frontend Developer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"JavaScript, HTML/CSS, TypeScript, React",13.7,2024-07-31,2,0.20368822205144316,-0.7368220004017421
Frontend Developer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"TypeScript, HTML/CSS, React, JavaScript",11.0,2024-07-31,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Kubernetes, CI/CD, Docker, Linux, AWS",14.0,2024-07-31,4,1.6666460388166409,-0.47571213905078036
Frontend Developer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"JavaScript, React, TypeScript, HTML/CSS",17.0,2024-08-01,2,0.20368822205144316,-0.7368220004017421
QA Engineer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Python, Selenium, Manual Testing, SQL",21.8,2024-08-01,3,-0.5433531840911712,0.8844988948686637
Data Scientist,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"NLP, Statistics, Deep Learning, Vector Databases",39.8,2024-08-01,5,-0.22495168183340689,-0.4183091080199559
ML Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"Deep Learning, Python, Machine Learning, Docker, MLOps",28.0,2024-08-01,7,0.4696264313749321,0.5960076961098032
Frontend Developer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"JavaScript, React, TypeScript, HTML/CSS",13.7,2024-08-01,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Docker, Kubernetes, CI/CD, AWS, Linux",24.4,2024-08-01,4,1.6666460388166409,-0.47571213905078036
Cloud Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Enterprise,True,"Linux, Docker, Azure, Kubernetes, AWS",24.6,2024-08-01,4,1.661670717665056,-0.47408132251909957
DevOps Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Docker, AWS, CI/CD, Kubernetes, Linux",16.2,2024-08-01,4,1.6666460388166409,-0.47571213905078036
Backend Developer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Startup,False,"SQL, AWS, Docker, Node.js",19.9,2024-08-01,1,0.5586013223148061,0.21407190905277773
Cloud Engineer,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Kubernetes, Azure, Docker, Linux",28.2,2024-08-01,4,1.243446633915819,-0.6035047676275447
Data Scientist,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Machine Learning, Python, SQL, NLP, Statistics",27.1,2024-08-01,5,-0.7674839099404076,0.446456536837598
Frontend Developer,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"JavaScript, TypeScript, HTML/CSS",9.2,2024-08-01,2,0.1811331358190148,-0.6190238880120692
Business Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Excel, Power BI, Statistics, Communication",13.8,2024-08-01,0,-0.8170478703956336,-1.3005843523918936
Data Engineer,Indore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"SQL, Airflow, Spark, Python, AWS",24.8,2024-08-01,1,-0.010899793881321937,0.9636744355625101
DevOps Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Kubernetes, Docker, AWS, CI/CD",22.3,2024-08-01,4,1.3734556715957746,-0.33608897651382663
Product Manager,Ranchi,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Communication, Statistics, SQL, Agile",24.8,2024-08-01,0,-0.8875285416709073,-0.692914566182788
Cloud Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Azure, AWS, Docker, Kubernetes, Linux",19.0,2024-08-01,4,1.661670717665056,-0.47408132251909957
Business Analyst,Indore,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Excel, SQL, Communication",11.6,2024-08-01,0,-0.7501068281344004,-0.5889385159598867
Business Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Statistics, Power BI, Communication, SQL",15.1,2024-08-01,0,-0.966991827666005,-0.742573487561792
